id,syllable,words,complexword,nounPhraseCount,JJ,RB,VB,NN,complexity,Class_Label
4746,17,10,0,2,1,1,1,5,57.94,Fairly_difficult
4747,28,19,3,2,1,0,3,7,72.519,Fairly_Easy
4748,23,15,2,1,1,2,1,5,69.503,Very_Easy
4749,48,30,5,3,5,0,3,12,56.25,Fairly_difficult
4750,43,26,5,4,2,0,4,11,53.725,Fairly_difficult
4751,39,26,4,2,2,0,7,6,66.74,Plain_English
4752,34,17,5,3,2,0,2,6,29.008,Very_Easy
4753,20,13,1,1,1,0,3,4,70.084,Fairly_Easy
4754,32,20,3,3,2,0,2,8,61.325,Plain_English
4755,35,15,7,3,3,1,3,5,1.822,very_difficult
4756,46,24,8,4,3,0,4,11,32.505,Dificult
4757,27,17,1,2,4,0,3,6,63.843,Plain_English
4758,24,15,3,1,0,0,3,6,63.863,Plain_English
4759,15,9,2,1,1,1,1,3,61.268,Plain_English
4760,25,14,4,1,1,0,3,4,48.659,Dificult
4761,50,33,6,1,3,5,5,11,61.906,Plain_English
4762,46,29,5,3,2,2,5,9,57.924,Fairly_difficult
4763,30,18,4,1,0,1,4,7,56.7,Fairly_difficult
4764,27,16,3,1,2,1,3,5,55.953,Fairly_difficult
4765,14,10,0,1,0,0,2,4,83.32,Easy
4766,46,28,4,3,6,4,3,6,53.639,Fairly_difficult
4767,26,16,3,2,2,1,3,5,61.24,Plain_English
4768,31,18,3,2,2,2,3,5,52,Fairly_difficult
4769,37,23,4,3,2,0,4,6,59.067,Very_Easy
4770,30,17,5,2,1,1,6,5,48.913,Dificult
4771,39,25,4,2,2,0,3,10,62.172,Plain_English
4772,47,33,2,4,3,0,6,13,69.597,Very_Easy
4773,27,17,3,2,0,8,2,9,63.843,Plain_English
4774,27,18,2,1,1,2,5,4,70.8,Fairly_Easy
4775,30,17,5,2,2,1,2,6,48.913,Dificult
4776,21,13,1,1,1,1,4,3,63.576,Plain_English
4777,56,34,5,1,3,1,8,9,50.239,Fairly_difficult
4778,21,13,3,1,0,0,3,6,63.576,Plain_English
4779,34,25,2,0,1,1,6,4,79.092,Very_Easy
4780,43,27,4,0,1,1,8,6,58.399,Fairly_difficult
4781,37,28,0,3,3,2,6,7,80.832,Easy
4782,49,31,3,4,5,2,4,8,57.38,Fairly_difficult
4783,36,23,2,1,1,0,4,6,62.745,Plain_English
4784,57,36,4,4,1,1,5,13,54.615,Fairly_difficult
4785,22,15,1,1,1,0,4,6,75.143,Fairly_Easy
4786,53,35,5,5,3,1,2,17,60.964,Plain_English
4787,20,14,2,1,1,2,3,3,78.873,Fairly_Easy
4788,25,17,2,3,1,1,3,6,73.796,Fairly_Easy
4789,54,33,5,0,3,0,7,8,51.651,Fairly_difficult
4790,68,44,5,3,4,4,9,10,53.76,Fairly_difficult
4791,40,27,3,3,4,1,6,8,67.799,Plain_English
4792,38,24,4,3,1,1,4,8,60.705,Plain_English
4793,29,22,1,2,2,0,4,9,84.152,Easy
4794,25,20,1,2,1,4,2,7,90.935,Very_Easy
4795,28,17,3,1,1,1,2,5,58.866,Fairly_difficult
4796,30,22,2,5,4,0,3,10,80.306,Easy
4797,44,26,4,2,3,0,4,11,50.471,Fairly_difficult
4798,25,15,3,1,0,1,2,6,58.223,Fairly_difficult
4799,44,29,4,1,1,1,3,9,63.759,Plain_English
4800,36,17,6,2,1,0,5,6,19.055,very_difficult
4801,37,29,2,1,1,0,6,10,84.18,Easy
4802,10,7,1,1,1,1,1,3,82.425,Easy
4803,45,32,1,3,1,1,7,14,71.626,Fairly_Easy
4804,16,11,1,1,1,0,2,4,78.198,Fairly_Easy
4805,33,26,0,3,2,2,4,9,86.263,Easy
4806,45,31,2,5,2,0,6,13,68.296,Plain_English
4807,39,20,6,2,0,1,4,10,31.715,Dificult
4808,15,10,1,1,2,0,2,4,74.86,Fairly_Easy
4809,28,21,1,2,4,4,1,10,83.378,Easy
4810,32,20,2,4,1,0,3,9,61.325,Plain_English
4811,62,34,9,5,5,3,4,11,35.309,Dificult
4812,65,36,8,4,2,4,2,17,35.815,Dificult
4813,62,44,2,0,0,2,11,13,65.296,Plain_English
4814,8,5,1,1,1,0,1,2,68.938,Plain_English
4815,69,31,13,4,2,2,8,11,2.799,very_difficult
4816,44,30,3,4,2,0,5,13,67.53,Plain_English
4817,28,20,2,2,2,0,3,7,78.245,Fairly_Easy
4818,29,19,4,1,0,2,4,7,68.066,Plain_English
4819,31,19,3,2,3,0,4,6,59.161,Very_Easy
4820,44,30,3,5,2,6,7,8,67.53,Plain_English
4821,45,27,5,3,1,0,3,14,52.133,Fairly_difficult
4822,74,40,9,5,3,0,8,14,30.025,Dificult
4823,34,23,2,1,2,1,4,7,70.102,Fairly_Easy
4824,45,32,2,4,0,1,5,14,71.626,Fairly_Easy
4825,58,36,8,3,1,3,6,11,52.265,Fairly_difficult
4826,57,32,5,4,3,0,3,12,39.901,Dificult
4827,39,22,4,4,3,0,5,6,45.697,Dificult
4828,37,27,3,3,2,0,4,8,77.199,Fairly_Easy
4829,36,22,3,3,3,0,4,7,57.234,Fairly_difficult
4830,33,19,4,1,4,0,4,4,50.256,Fairly_difficult
4831,60,27,9,4,7,0,2,9,5.133,very_difficult
4832,108,66,14,10,6,3,12,23,34.904,Dificult
4833,36,21,3,4,2,4,4,10,51.149,Fairly_difficult
4834,32,17,4,3,2,0,3,7,38.96,Dificult
4835,29,18,3,2,0,0,5,7,61.4,Plain_English
4836,37,24,3,1,3,1,5,6,64.23,Plain_English
4837,41,22,4,4,2,1,4,9,38.006,Dificult
4838,45,26,6,2,3,2,7,7,47.217,Dificult
4839,34,24,3,3,1,1,4,10,74.805,Fairly_Easy
4840,29,16,5,2,1,0,4,6,45.378,Dificult
4841,24,16,2,0,1,0,7,3,71.815,Fairly_Easy
4842,44,30,2,2,3,2,8,8,67.53,Plain_English
4843,41,26,4,4,0,0,6,10,60.232,Plain_English
4844,20,14,1,3,2,0,2,5,78.873,Fairly_Easy
4845,23,17,2,0,0,2,5,4,83.749,Easy
4846,40,25,4,1,1,0,3,12,58.787,Fairly_difficult
4847,35,20,5,3,2,1,7,5,48.635,Dificult
4848,62,36,9,4,2,1,5,15,42.865,Dificult
4849,22,16,0,2,0,1,4,4,82.39,Easy
4850,41,25,5,3,2,0,6,11,55.404,Fairly_difficult
4851,30,16,4,4,2,0,3,7,40.09,Dificult
4852,25,17,2,2,1,4,3,7,73.796,Fairly_Easy
4853,37,25,3,2,0,0,5,9,68.94,Plain_English
4854,34,17,5,2,2,2,4,6,29.008,Very_Easy
4855,40,25,4,4,3,2,1,8,58.787,Fairly_difficult
4856,58,33,7,3,0,2,2,16,41.397,Dificult
4857,22,14,1,0,0,1,4,4,66.787,Plain_English
4858,14,9,1,1,0,0,1,3,70.668,Fairly_Easy
4859,15,9,2,1,1,0,2,3,61.268,Plain_English
4860,41,25,5,4,1,0,3,12,55.404,Fairly_difficult
4861,34,24,2,4,2,0,5,7,74.805,Fairly_Easy
4862,40,25,2,2,0,0,5,12,58.787,Fairly_difficult
4863,30,18,5,1,0,2,4,7,56.7,Fairly_difficult
4864,26,18,1,2,1,4,3,7,75.5,Fairly_Easy
4865,45,31,2,3,0,2,7,9,68.296,Plain_English
4866,3,3,0,0,0,0,1,0,120.713,Very_Easy
4867,45,30,4,2,0,1,7,12,64.71,Plain_English
4868,25,17,2,1,1,1,4,3,73.796,Fairly_Easy
4869,30,16,5,1,1,0,2,5,40.09,Dificult
4870,45,28,4,5,2,0,6,9,56.661,Fairly_difficult
4871,19,15,1,0,0,1,5,2,92.063,Very_Easy
4872,38,23,2,2,1,1,4,7,55.389,Fairly_difficult
4873,34,24,2,3,1,2,2,8,74.805,Fairly_Easy
4874,35,17,7,2,1,1,3,6,24.031,very_difficult
4875,25,15,2,2,1,1,1,5,58.223,Fairly_difficult
4876,40,25,3,2,1,4,2,10,58.787,Fairly_difficult
4877,12,7,2,0,0,0,1,2,58.254,Fairly_difficult
4878,49,32,6,5,5,0,4,10,61.051,Plain_English
4879,28,15,4,2,1,1,2,6,41.303,Dificult
4880,39,25,2,2,1,1,3,9,62.172,Plain_English
4881,20,12,2,1,0,0,4,4,59.745,Very_Easy
4882,39,26,3,3,2,1,5,6,66.74,Plain_English
4883,43,24,6,3,1,1,3,11,43.08,Dificult
4884,45,27,3,4,4,1,5,8,52.133,Fairly_difficult
4885,18,12,2,1,0,0,4,4,73.845,Fairly_Easy
4886,28,23,0,1,1,7,2,6,92.171,Very_Easy
4887,61,43,6,4,1,2,6,12,64.999,Plain_English
4888,26,15,4,1,0,0,5,5,52.583,Fairly_difficult
4889,31,18,4,3,3,0,2,7,52,Fairly_difficult
4890,51,33,5,4,1,0,7,12,59.342,Very_Easy
4891,32,18,6,1,0,1,4,8,47.3,Dificult
4892,29,18,4,2,2,2,2,6,61.4,Plain_English
4893,27,14,4,1,1,0,2,6,36.573,Dificult
4894,31,17,4,3,3,1,2,5,43.937,Dificult
4895,22,13,3,0,1,2,2,3,57.068,Fairly_difficult
4896,35,22,5,2,1,2,5,6,61.079,Plain_English
4897,27,16,3,2,1,0,3,7,55.953,Fairly_difficult
4898,14,7,2,1,0,0,2,2,34.083,Dificult
4899,47,29,4,2,1,0,5,10,55.007,Fairly_difficult
4900,49,29,8,5,2,0,3,13,49.173,Very_Easy
4901,49,28,7,4,2,4,5,9,44.575,Dificult
4902,45,27,4,6,5,0,5,11,52.133,Fairly_difficult
4903,24,17,2,2,1,4,2,9,78.772,Fairly_Easy
4904,31,20,4,3,0,0,1,9,65.555,Plain_English
4905,30,17,3,3,2,1,1,9,48.913,Dificult
4906,14,6,3,2,0,0,1,4,6.39,very_difficult
4907,31,18,3,1,1,1,6,5,52,Fairly_difficult
4908,31,19,4,3,1,1,3,6,59.161,Very_Easy
4909,30,20,2,3,4,0,4,6,69.785,Very_Easy
4910,45,27,6,2,2,4,5,9,52.133,Fairly_difficult
4911,37,25,2,1,1,1,6,7,68.94,Plain_English
4912,45,29,2,5,2,1,4,15,60.842,Plain_English
4913,37,25,3,1,4,0,5,6,68.94,Plain_English
4914,29,22,2,3,2,2,6,4,84.152,Easy
4915,12,9,0,1,0,1,2,4,89.468,Very_Easy
4916,29,16,4,1,1,0,4,6,45.378,Dificult
4917,39,22,5,2,2,0,2,10,45.697,Dificult
4918,17,12,1,2,2,0,3,4,80.895,Easy
4919,31,17,5,2,2,0,5,4,43.937,Dificult
4920,32,19,4,0,2,1,4,5,54.708,Fairly_difficult
4921,13,9,1,0,0,2,2,3,80.068,Easy
4922,9,7,0,0,0,2,0,3,94.511,Very_Easy
4923,21,17,1,2,1,0,2,6,93.702,Very_Easy
4924,16,9,3,2,0,0,2,5,51.868,Fairly_difficult
4925,42,30,5,2,2,5,4,10,73.17,Fairly_Easy
4926,31,22,1,1,2,3,5,4,76.461,Fairly_Easy
4927,13,9,2,1,1,0,1,3,80.068,Easy
4928,10,8,0,0,0,2,1,3,97.025,Very_Easy
4929,45,27,5,1,2,4,6,7,52.133,Fairly_difficult
4930,26,11,5,2,0,0,3,5,1.289,very_difficult
4931,34,22,3,1,0,0,1,10,64.925,Plain_English
4932,21,15,1,1,1,0,4,4,80.783,Easy
4933,24,16,2,2,1,0,2,6,71.815,Fairly_Easy
4934,18,12,2,0,1,1,3,3,73.845,Fairly_Easy
4935,37,25,3,1,0,1,3,9,68.94,Plain_English
4936,45,29,3,4,1,2,4,11,60.842,Plain_English
4937,30,23,2,4,3,0,3,10,84.815,Easy
4938,35,24,4,3,1,0,5,8,71.28,Fairly_Easy
4939,22,20,1,0,0,3,4,3,103.625,Very_Easy
4940,28,20,1,3,0,1,4,10,78.245,Fairly_Easy
4941,42,26,4,3,0,0,4,12,56.978,Fairly_difficult
4942,29,18,4,1,1,0,3,7,61.4,Plain_English
4943,52,36,4,5,4,1,3,12,66.365,Plain_English
4944,33,19,4,4,3,9,2,9,50.256,Fairly_difficult
4945,25,18,1,2,2,3,2,6,80.2,Easy
4946,30,18,2,1,1,1,4,6,56.7,Fairly_difficult
4947,32,19,2,2,0,5,3,10,54.708,Fairly_difficult
4948,26,18,1,3,2,0,4,5,75.5,Fairly_Easy
4949,68,51,4,3,3,4,6,14,68.153,Plain_English
4950,27,19,1,2,3,0,2,6,76.971,Fairly_Easy
4951,44,28,3,5,3,1,3,12,59.682,Very_Easy
4952,24,14,2,2,0,2,2,6,54.701,Fairly_difficult
4953,30,19,4,1,1,0,1,7,63.614,Plain_English
4954,30,15,3,1,1,1,3,7,30.023,Dificult
4955,46,32,4,3,0,1,7,11,68.983,Plain_English
4956,25,12,4,2,1,0,3,5,24.495,very_difficult
4957,28,16,4,0,1,1,3,5,50.665,Fairly_difficult
4958,41,23,5,2,1,1,6,9,44.354,Dificult
4959,22,11,4,1,1,1,2,4,32.053,Dificult
4960,14,9,2,2,0,0,1,5,70.668,Fairly_Easy
4961,31,16,6,3,2,0,2,6,34.803,Dificult
4962,50,24,8,2,2,0,5,9,18.405,very_difficult
4963,37,24,3,5,6,0,3,8,64.23,Plain_English
4964,14,11,0,1,1,0,2,4,93.58,Very_Easy
4965,1,1,0,0,0,4,0,1,121.728,Very_Easy
4966,18,15,1,0,2,1,0,5,97.703,Very_Easy
4967,16,11,2,0,1,0,1,5,78.198,Fairly_Easy
4968,26,17,2,2,1,0,5,7,68.819,Plain_English
4969,26,18,2,1,2,0,2,6,75.5,Fairly_Easy
4970,51,31,4,7,6,0,2,12,51.922,Fairly_difficult
4971,48,27,6,2,3,1,4,10,42.733,Dificult
4972,55,35,7,4,6,0,4,8,56.13,Fairly_difficult
4973,37,20,6,2,2,0,2,9,40.175,Dificult
4974,18,13,1,1,4,0,2,4,83.099,Easy
4975,44,27,7,6,3,1,3,12,55.266,Fairly_difficult
4976,27,18,3,3,2,4,4,7,70.8,Fairly_Easy
4977,14,9,1,1,1,0,2,4,70.668,Fairly_Easy
4978,38,25,4,0,3,2,4,5,65.556,Plain_English
4979,27,16,4,2,1,0,3,6,55.953,Fairly_difficult
4980,44,28,4,1,3,0,4,8,59.682,Very_Easy
4981,41,24,5,3,4,0,4,8,50.13,Fairly_difficult
4982,29,17,4,2,1,1,4,5,53.89,Fairly_difficult
4983,25,16,3,1,3,0,3,3,66.528,Plain_English
4984,32,21,2,2,1,4,1,5,67.263,Plain_English
4985,43,29,4,4,3,0,7,11,66.676,Plain_English
4986,41,26,3,3,3,5,3,9,60.232,Plain_English
4987,29,21,3,0,1,0,5,4,79.349,Very_Easy
4988,18,12,2,0,0,1,4,3,73.845,Fairly_Easy
4989,58,33,9,3,3,1,6,9,41.397,Dificult
4990,14,10,1,1,1,1,3,3,83.32,Easy
4991,35,19,6,1,2,0,5,5,41.35,Dificult
4992,40,21,5,2,2,1,4,7,35.035,Dificult
4993,29,17,4,2,0,1,2,10,53.89,Fairly_difficult
4994,13,8,1,1,0,1,2,3,65.3,Plain_English
4995,9,6,0,0,0,0,2,1,76.89,Fairly_Easy
4996,40,25,5,2,3,1,8,5,58.787,Fairly_difficult
4997,47,29,4,2,2,1,7,8,55.007,Fairly_difficult
4998,37,20,6,1,1,2,5,4,40.175,Dificult
4999,52,34,4,3,4,0,6,13,60.192,Plain_English
5000,41,24,6,4,4,0,3,9,50.13,Fairly_difficult
5001,12,10,0,1,0,8,1,5,100.24,Very_Easy
5002,33,18,4,1,1,1,5,4,42.6,Dificult
5003,19,13,0,2,0,4,3,5,76.591,Fairly_Easy
5004,37,24,4,2,0,0,5,9,64.23,Plain_English
5005,26,17,3,2,1,0,6,5,68.819,Plain_English
5006,22,15,2,1,0,0,3,6,75.143,Fairly_Easy
5007,28,19,2,2,0,0,4,7,72.519,Fairly_Easy
5008,23,16,1,2,1,0,3,7,77.103,Fairly_Easy
5009,34,22,3,2,0,2,6,7,64.925,Plain_English
5010,42,28,5,3,2,1,4,10,65.725,Plain_English
5011,32,22,2,1,1,1,5,7,72.615,Fairly_Easy
5012,19,14,1,2,0,0,2,6,84.916,Easy
5013,38,25,2,4,4,0,3,11,65.556,Plain_English
5014,29,14,4,2,2,0,2,7,24.487,very_difficult
5015,26,18,0,3,0,5,3,9,75.5,Fairly_Easy
5016,42,24,4,1,3,1,6,6,46.605,Dificult
5017,39,22,4,4,2,0,4,9,45.697,Dificult
5018,51,29,7,1,3,0,4,8,43.338,Dificult
5019,52,32,2,4,3,1,5,12,53.12,Fairly_difficult
5020,41,26,3,2,0,5,4,13,60.232,Plain_English
5021,36,22,4,2,0,0,4,9,57.234,Fairly_difficult
5022,45,26,5,2,3,1,8,7,47.217,Dificult
5023,40,24,4,3,4,1,4,6,53.655,Fairly_difficult
5024,38,24,3,3,2,1,2,9,60.705,Plain_English
5025,40,29,2,2,2,1,5,12,75.428,Fairly_Easy
5026,44,25,4,2,3,1,5,9,45.252,Dificult
5027,38,24,3,3,1,1,5,9,60.705,Plain_English
5028,14,10,1,1,1,1,2,2,83.32,Easy
5029,25,19,0,0,0,3,4,4,85.877,Easy
5030,36,26,1,0,0,3,7,5,76.502,Fairly_Easy
5031,18,12,1,1,1,0,3,3,73.845,Fairly_Easy
5032,24,14,2,1,1,0,3,4,54.701,Fairly_difficult
5033,21,13,2,0,0,2,4,3,63.576,Plain_English
5034,41,23,6,3,2,0,5,9,44.354,Dificult
5035,22,16,2,1,1,2,1,4,82.39,Easy
5036,10,6,2,0,1,1,1,1,62.79,Plain_English
5037,22,17,0,0,0,1,2,6,88.725,Easy
5038,27,20,1,1,1,0,4,6,82.475,Easy
5039,20,14,1,1,1,0,4,6,78.873,Fairly_Easy
5040,54,31,6,3,2,1,3,14,43.735,Dificult
5041,52,28,7,3,2,0,5,9,35.511,Dificult
5042,35,18,5,4,1,0,3,8,33.2,Dificult
5043,16,10,2,2,1,1,1,5,66.4,Plain_English
5044,54,32,6,2,1,2,5,13,47.833,Dificult
5045,44,27,3,4,2,0,3,11,55.266,Fairly_difficult
5046,43,26,5,4,2,0,7,8,53.725,Fairly_difficult
5047,45,32,2,7,4,8,3,15,71.626,Fairly_Easy
5048,38,26,4,2,2,0,3,12,69.994,Very_Easy
5049,22,14,2,2,2,0,2,5,66.787,Plain_English
5050,33,20,4,4,3,0,2,8,57.095,Fairly_difficult
5051,21,15,1,3,1,0,1,9,80.783,Easy
5052,42,27,5,5,3,0,3,8,61.533,Plain_English
5053,11,7,1,1,1,0,2,2,70.34,Fairly_Easy
5054,18,11,2,1,0,0,1,6,62.816,Plain_English
5055,33,21,3,3,1,1,4,7,63.235,Plain_English
5056,29,17,3,0,1,0,1,5,53.89,Fairly_difficult
5057,10,6,1,1,0,0,1,4,62.79,Plain_English
5058,36,21,6,3,2,0,2,9,51.149,Fairly_difficult
5059,42,29,3,1,2,1,4,12,69.593,Very_Easy
5060,25,17,1,1,0,0,2,7,73.796,Fairly_Easy
5061,23,16,1,2,2,2,2,5,77.103,Fairly_Easy
5062,37,25,3,2,1,0,6,12,68.94,Plain_English
5063,36,24,3,2,4,0,2,9,67.755,Plain_English
5064,19,13,2,1,0,0,4,5,76.591,Fairly_Easy
5065,40,21,5,3,1,1,4,8,35.035,Dificult
5066,30,19,1,4,3,0,2,7,63.614,Plain_English
5067,34,19,4,1,2,1,1,8,45.803,Dificult
5068,21,15,1,0,0,0,3,6,80.783,Easy
5069,34,18,5,2,2,1,2,8,37.9,Dificult
5070,11,7,0,1,0,1,2,2,70.34,Fairly_Easy
5071,41,27,3,2,3,2,2,10,64.666,Plain_English
5072,24,20,0,0,0,1,6,2,95.165,Very_Easy
5073,53,35,6,3,1,1,8,10,60.964,Plain_English
5074,47,30,6,0,1,3,9,5,59.07,Very_Easy
5075,17,10,2,0,2,1,3,1,57.94,Fairly_difficult
5076,41,27,2,3,3,2,3,10,64.666,Plain_English
5077,40,29,2,2,2,0,7,9,75.428,Fairly_Easy
5078,31,18,4,2,3,1,3,6,52,Fairly_difficult
5079,44,28,2,4,4,0,2,11,59.682,Very_Easy
5080,26,18,2,1,1,0,2,8,75.5,Fairly_Easy
5081,28,17,2,2,2,2,3,6,58.866,Fairly_difficult
5082,24,15,1,1,3,0,1,5,63.863,Plain_English
5083,30,17,4,1,0,0,3,7,48.913,Dificult
5084,17,13,1,0,2,0,3,2,89.607,Very_Easy
5085,14,9,2,1,1,0,1,3,70.668,Fairly_Easy
5086,33,20,4,1,1,0,4,7,57.095,Fairly_difficult
5087,16,15,0,0,2,2,3,4,108.983,Very_Easy
5088,23,17,0,0,2,4,4,2,83.749,Easy
5089,23,17,1,1,0,0,3,5,83.749,Easy
5090,55,37,5,3,1,0,6,13,62.301,Plain_English
5091,39,30,1,2,2,0,4,11,81.63,Easy
5092,26,12,4,1,2,1,4,4,17.445,very_difficult
5093,81,57,5,3,5,0,15,20,57.686,Fairly_difficult
5094,32,19,3,2,1,0,4,6,54.708,Fairly_difficult
5095,23,18,1,1,1,0,6,4,89.6,Very_Easy
5096,21,12,3,0,0,2,3,4,52.695,Fairly_difficult
5097,47,30,3,5,3,0,3,13,59.07,Very_Easy
5098,23,15,1,3,0,4,3,9,69.503,Very_Easy
5099,30,19,3,2,0,0,6,7,63.614,Plain_English
5100,26,14,2,1,0,1,3,7,42.616,Dificult
5101,17,11,2,0,1,0,3,3,70.507,Fairly_Easy
5102,54,30,8,5,3,1,7,11,39.33,Dificult
5103,41,30,2,1,0,0,11,8,75.99,Fairly_Easy
5104,41,27,3,3,2,0,3,10,64.666,Plain_English
5105,32,21,2,1,1,0,4,8,67.263,Plain_English
5106,26,15,4,2,0,0,2,7,52.583,Fairly_difficult
5107,14,11,0,1,0,1,3,3,93.58,Very_Easy
5108,13,9,0,0,0,0,3,2,80.068,Easy
5109,37,21,4,2,0,2,2,9,47.12,Dificult
5110,15,11,1,1,0,1,4,3,85.889,Easy
5111,23,21,0,1,1,3,4,2,103.52,Very_Easy
5112,26,18,2,1,0,1,5,6,75.5,Fairly_Easy
5113,45,32,3,1,0,4,5,9,71.626,Fairly_Easy
5114,32,21,1,1,1,1,5,6,67.263,Plain_English
5115,21,10,3,3,2,1,2,5,24.1,very_difficult
5116,42,25,5,4,2,1,6,8,52.02,Fairly_difficult
5117,45,34,2,1,3,1,6,9,77.609,Fairly_Easy
5118,38,23,5,4,2,4,3,13,55.389,Fairly_difficult
5119,25,19,1,2,1,2,4,5,85.877,Easy
5120,24,17,2,2,2,0,2,7,78.772,Fairly_Easy
5121,30,19,4,2,1,4,3,9,63.614,Plain_English
5122,27,19,2,2,2,0,3,8,76.971,Fairly_Easy
5123,25,14,3,1,1,0,2,6,48.659,Dificult
5124,40,25,2,3,2,2,3,8,58.787,Fairly_difficult
5125,62,38,7,5,1,1,4,18,49.518,Very_Easy
5126,41,28,4,3,1,0,5,11,68.746,Plain_English
5127,45,30,4,3,2,2,4,9,64.71,Plain_English
5128,37,21,5,4,3,1,4,9,47.12,Dificult
5129,33,23,2,1,1,0,3,10,73.78,Fairly_Easy
5130,26,19,3,0,0,2,4,5,81.424,Easy
5131,36,21,5,3,2,0,4,6,51.149,Fairly_difficult
5132,35,21,4,1,0,4,2,12,55.178,Fairly_difficult
5133,31,22,2,3,1,0,5,7,76.461,Fairly_Easy
5134,26,19,2,3,2,0,4,6,81.424,Easy
5135,11,6,1,1,1,1,2,1,48.69,Dificult
5136,27,19,2,2,0,0,4,9,76.971,Fairly_Easy
5137,61,33,8,3,3,1,7,10,33.706,Dificult
5138,59,34,10,5,1,0,3,16,42.774,Dificult
5139,45,21,8,3,2,0,2,10,14.892,very_difficult
5140,13,9,1,0,0,1,2,3,80.068,Easy
5141,40,23,5,3,3,0,4,8,48.032,Dificult
5142,24,16,1,2,0,0,2,7,71.815,Fairly_Easy
5143,28,16,4,1,0,2,4,4,50.665,Fairly_difficult
5144,54,26,7,4,2,1,4,11,17.932,very_difficult
5145,42,29,3,5,2,4,4,13,69.593,Very_Easy
5146,38,23,2,4,1,1,2,13,55.389,Fairly_difficult
5147,27,17,2,1,2,0,3,5,63.843,Plain_English
5148,21,12,3,1,0,0,4,4,52.695,Fairly_difficult
5149,47,23,8,5,2,0,2,14,22.284,very_difficult
5150,34,23,2,2,1,2,3,9,70.102,Fairly_Easy
5151,15,9,1,0,2,0,1,2,61.268,Plain_English
5152,18,10,3,1,0,0,2,5,49.48,Very_Easy
5153,44,26,6,4,4,0,6,8,50.471,Fairly_difficult
5154,26,18,1,1,1,0,5,5,75.5,Fairly_Easy
5155,32,17,5,1,0,0,4,7,38.96,Dificult
5156,22,18,1,2,3,4,2,7,94.3,Very_Easy
5157,25,13,5,1,2,1,4,2,37.545,Dificult
5158,12,9,1,1,0,0,3,3,89.468,Very_Easy
5159,21,13,2,1,1,0,3,5,63.576,Plain_English
5160,50,31,4,4,3,1,5,12,54.651,Fairly_difficult
5161,36,22,5,3,2,0,2,11,57.234,Fairly_difficult
5162,38,21,3,2,0,12,3,14,43.092,Dificult
5163,26,18,2,3,2,0,4,8,75.5,Fairly_Easy
5164,30,17,5,1,1,1,3,6,48.913,Dificult
5165,28,20,3,1,4,0,3,6,78.245,Fairly_Easy
5166,25,18,1,0,0,2,2,6,80.2,Easy
5167,55,33,7,3,5,2,4,12,49.088,Very_Easy
5168,42,29,3,3,2,1,4,11,69.593,Very_Easy
5169,33,21,3,2,2,1,5,7,63.235,Plain_English
5170,44,35,3,0,2,0,5,9,82.718,Easy
5171,27,20,1,1,2,1,4,6,82.475,Easy
5172,37,22,4,1,2,2,3,6,53.388,Fairly_difficult
5173,24,16,1,3,2,0,2,8,71.815,Fairly_Easy
5174,30,18,3,1,1,2,6,3,56.7,Fairly_difficult
5175,33,20,4,1,1,1,7,5,57.095,Fairly_difficult
5176,30,18,3,2,0,0,4,6,56.7,Fairly_difficult
5177,53,35,4,2,6,0,6,8,60.964,Plain_English
5178,53,30,6,3,2,3,7,10,42.15,Dificult
5179,51,33,5,1,2,3,5,8,59.342,Very_Easy
5180,43,32,1,4,2,0,5,14,76.914,Fairly_Easy
5181,30,19,3,0,0,0,4,6,63.614,Plain_English
5182,38,24,2,3,3,0,5,10,60.705,Plain_English
5183,19,13,1,1,1,1,2,4,76.591,Fairly_Easy
5184,60,35,6,6,4,4,5,16,44.044,Dificult
5185,55,33,4,2,1,2,4,13,49.088,Very_Easy
5186,41,28,3,4,2,2,4,9,68.746,Plain_English
5187,53,32,6,2,2,2,6,12,50.476,Fairly_difficult
5188,26,17,2,2,2,1,2,5,68.819,Plain_English
5189,40,25,4,3,3,0,5,9,58.787,Fairly_difficult
5190,20,14,1,0,0,0,5,2,78.873,Fairly_Easy
5191,41,20,6,2,4,0,3,6,23.255,very_difficult
5192,58,28,8,3,4,0,6,10,17.382,very_difficult
5193,58,32,8,6,2,1,4,13,37.258,Dificult
5194,24,18,1,1,1,0,3,5,84.9,Easy
5195,48,27,5,3,1,0,3,10,42.733,Dificult
5196,46,28,4,4,3,4,3,17,53.639,Fairly_difficult
5197,35,20,3,2,3,0,3,7,48.635,Dificult
5198,22,16,2,1,0,0,3,6,82.39,Easy
5199,20,11,3,2,2,0,1,4,47.434,Dificult
5200,41,24,6,1,3,2,5,8,50.13,Fairly_difficult
5201,29,18,4,2,2,0,3,5,61.4,Plain_English
5202,32,18,4,3,2,0,4,8,47.3,Dificult
5203,29,19,4,2,2,0,3,5,68.066,Plain_English
5204,19,13,2,1,2,0,2,2,76.591,Fairly_Easy
5205,55,32,6,5,4,1,3,11,45.189,Dificult
5206,30,17,4,0,0,1,3,5,48.913,Dificult
5207,66,39,8,4,3,1,8,13,43.873,Dificult
5208,19,12,2,1,2,1,3,1,66.795,Plain_English
5209,52,26,6,3,3,1,6,10,24.44,very_difficult
5210,41,22,5,3,4,0,2,11,38.006,Dificult
5211,30,19,3,3,1,5,4,5,63.614,Plain_English
5212,18,8,3,2,3,0,1,2,12.425,very_difficult
